region,no_of_trainings,previous_year_rating,length_of_service,avg_training_score,is_promoted,Female,Male,awards_0,awards_1,KPI_0,KPI_1,qualification
1,1,2.0,2,49,0,1,0,1,0,1,0,0.08966399313759595
2,1,1.0,14,49,0,0,1,1,0,1,0,0.08054611304371666
1,1,5.0,3,94,1,0,1,1,0,0,1,0.0805309965022588
1,1,3.0,10,81,0,1,0,1,0,1,0,0.0954859483150331
2,1,5.0,8,59,0,0,1,1,0,1,0,0.08538279290485133
2,1,3.0,3,44,0,0,1,1,0,1,0,0.08069386278488745
1,1,3.0,2,51,0,0,1,1,0,1,0,0.08970916226927401
1,3,3.0,5,65,0,0,1,1,0,1,0,0.08890976805338247
2,1,2.0,11,65,0,0,1,1,0,1,0,0.09504524243421199
2,1,5.0,2,83,1,1,0,1,0,1,0,0.09400623794111129
0,1,5.0,2,54,0,0,1,1,0,1,0,0.0807550682793277
2,1,5.0,4,83,1,1,0,1,0,1,0,0.08751580948272149
2,1,4.0,5,51,0,0,1,1,0,1,0,0.08083136537583492
1,1,1.0,3,59,0,0,1,1,0,0,1,0.08684354118784766
1,1,3.0,14,75,0,1,0,1,0,1,0,0.08909560265376255
1,1,3.0,8,67,0,1,0,1,0,1,0,0.08774763625151936
0,1,5.0,7,55,1,0,1,1,0,0,1,0.07625859108462703
1,1,5.0,9,59,1,1,0,1,0,0,1,0.0943403311035152
1,1,2.0,14,53,0,0,1,1,0,1,0,0.08977308730214835
1,1,5.0,7,57,0,0,1,1,0,0,1,0.08699895102167003
0,1,4.0,9,61,0,0,1,1,0,1,0,0.08698070105721473
1,1,3.0,16,47,0,0,1,1,0,1,0,0.08974492038162755
1,1,5.0,5,62,0,1,0,1,0,0,1,0.086958277404331
1,1,5.0,18,75,0,0,1,1,0,0,1,0.09570019579931066
2,2,4.0,7,68,0,1,0,1,0,0,1,0.08779970340505683
1,1,1.0,10,53,0,0,1,1,0,1,0,0.08971677217475131
1,1,5.0,5,61,1,0,1,1,0,0,1,0.07919983437388066
1,1,3.0,8,69,0,0,1,1,0,1,0,0.08909750010182833
2,1,4.0,6,45,0,1,0,1,0,0,1,0.0821693365892045
2,1,3.0,4,47,0,0,1,1,0,1,0,0.08215527776747149
1,1,4.0,11,80,0,1,0,1,0,0,1,0.10198559717856936
1,1,5.0,3,74,0,0,1,1,0,0,1,0.09565471977508268
1,2,5.0,6,45,0,0,1,1,0,1,0,0.08213394994928845
2,2,3.0,2,67,0,0,1,1,0,1,0,0.0890426014054118
1,1,3.0,6,61,0,0,1,1,0,1,0,0.08857207548683743
1,1,5.0,7,50,0,0,1,1,0,1,0,0.08089905172347274
0,1,3.0,4,84,0,0,1,1,0,1,0,0.08994209895936517
2,1,3.0,4,81,0,1,0,1,0,0,1,0.09560052976341694
2,1,5.0,6,49,0,0,1,1,0,0,1,0.0820882321224707
1,2,2.0,3,51,0,1,0,1,0,1,0,0.08207420168454586
0,1,4.0,2,60,0,0,1,1,0,1,0,0.08688468477786877
0,1,4.0,3,70,0,1,0,1,0,0,1,0.08777415710132057
2,1,3.0,6,72,0,0,1,1,0,1,0,0.09529037066123881
0,1,3.0,5,43,0,0,1,1,0,1,0,0.08837029197251649
0,1,3.0,2,60,0,1,0,1,0,1,0,0.08564436072513855
1,3,3.0,13,44,0,0,1,1,0,1,0,0.08203997237600734
1,1,3.0,3,83,0,1,0,1,0,1,0,0.10306768899251718
0,1,3.0,4,78,0,1,0,1,0,1,0,0.09550992980765309
1,1,1.0,8,83,0,0,1,1,0,0,1,0.0898601725118378
1,1,4.0,2,46,0,1,0,1,0,0,1,0.0807944080732831
0,1,3.0,9,78,0,0,1,1,0,1,0,0.09425227159253168
1,3,3.0,7,77,0,1,0,1,0,1,0,0.09544956810296899
1,1,3.0,18,49,0,1,0,1,0,1,0,0.0856066396640842
2,1,4.0,11,54,0,0,1,1,0,1,0,0.08951662505527118
2,1,3.0,6,81,0,0,1,1,0,1,0,0.09541211377850108
0,4,2.0,2,70,0,0,1,1,0,1,0,0.08767264422022886
2,1,2.0,3,69,0,0,1,0,1,0,1,0.09517279150420577
1,1,4.0,3,60,0,0,1,1,0,1,0,0.08679552053074556
2,1,3.0,3,50,0,0,1,1,0,0,1,0.081958625407564
1,2,5.0,6,64,0,1,0,1,0,0,1,0.08882912735187733
1,1,1.0,16,47,0,1,0,1,0,1,0,0.0807284820763585
2,1,3.0,5,70,0,1,0,1,0,1,0,0.08880041422468819
1,1,4.0,9,62,1,0,1,1,0,0,1,0.08071033267285314
0,1,3.0,2,48,0,1,0,1,0,1,0,0.08203755601557311
1,2,4.0,2,82,0,0,1,1,0,1,0,0.08985497204156613
1,1,4.0,8,55,0,0,1,1,0,0,1,0.0820204745063783
1,2,3.0,5,70,0,0,1,1,0,1,0,0.08879214786706181
1,2,3.0,4,83,0,0,1,1,0,1,0,0.09095939093165899
1,1,3.0,7,57,0,0,1,1,0,1,0,0.08675542367923099
1,2,1.0,2,52,0,0,1,1,0,1,0,0.08836362025179101
2,1,4.0,5,51,0,0,1,1,0,1,0,0.08948643235610058
2,1,4.0,8,57,0,1,0,1,0,1,0,0.08673313038766045
1,1,5.0,2,83,0,1,0,1,0,0,1,0.09419685863700002
2,1,4.0,5,54,0,0,1,1,0,1,0,0.08195683347479611
2,4,1.0,4,49,0,0,1,1,0,1,0,0.08080647977221554
1,1,3.0,8,86,0,0,1,1,0,1,0,0.08410548238100303
1,2,3.0,6,71,0,1,0,1,0,1,0,0.08758571196065797
2,1,3.0,10,51,0,0,1,1,0,0,1,0.08192582374039423
1,1,5.0,3,80,0,0,1,1,0,1,0,0.09838741231380684
1,1,3.0,6,65,0,1,0,1,0,0,1,0.08869042953609237
1,1,5.0,6,57,0,0,1,1,0,1,0,0.07968140204336001
1,1,1.0,5,87,0,0,1,1,0,1,0,0.07647410546718075
1,4,2.0,5,49,0,0,1,1,0,1,0,0.0807588125803792
1,1,1.0,2,85,0,0,1,1,0,1,0,0.09412111320137066
2,1,2.0,4,59,0,1,0,1,0,0,1,0.08551748751125386
1,2,3.0,10,69,0,0,1,1,0,1,0,0.0886453900700628
2,1,2.0,18,51,0,0,1,1,0,1,0,0.08938917243983202
1,2,3.0,5,64,0,0,1,1,0,1,0,0.08549520696110158
1,1,3.0,18,48,0,0,1,1,0,1,0,0.08185311041880415
2,1,5.0,2,51,1,0,1,1,0,0,1,0.08069924520929227
2,1,5.0,10,54,0,0,1,1,0,1,0,0.0808721898139802
2,2,5.0,10,53,0,1,0,1,0,0,1,0.08664461316871348
1,1,4.0,5,57,0,0,1,1,0,1,0,0.0866265210549459
1,1,4.0,19,91,1,1,0,1,0,1,0,0.09522549490510168
1,1,4.0,2,61,0,0,1,1,0,1,0,0.06812412091396954
2,4,3.0,10,51,0,0,1,1,0,1,0,0.08200185452922919
2,1,1.0,5,82,0,1,0,1,0,1,0,0.1029199075644268
1,1,3.0,5,59,0,0,1,1,0,1,0,0.0866671105924835
2,1,4.0,11,52,0,0,1,1,0,0,1,0.08086981953677223
1,4,3.0,7,60,0,0,1,1,0,1,0,0.09502189383810615
1,6,3.0,2,69,0,0,1,1,0,1,0,0.08865292777865556
1,1,1.0,7,81,0,1,0,1,0,1,0,0.09541113922829425
2,1,3.0,16,65,0,1,0,1,0,1,0,0.09409163341765404
1,1,5.0,2,96,1,1,0,1,0,0,1,0.08861614292155874
1,1,4.0,9,73,0,1,0,1,0,0,1,0.08886511691073702
1,1,3.0,4,80,0,0,1,1,0,1,0,0.10286756198353926
1,1,5.0,10,44,0,1,0,1,0,1,0,0.07799787267057023
2,1,3.0,17,55,0,0,1,1,0,1,0,0.08667516059881293
2,2,5.0,9,83,0,0,1,1,0,0,1,0.09089650872439144
1,1,5.0,2,69,0,0,1,1,0,0,1,0.08881384571834859
1,1,4.0,9,70,0,0,1,1,0,1,0,0.08766594186834926
2,1,3.0,16,79,0,0,1,1,0,1,0,0.1016887088728069
2,3,5.0,9,43,0,0,1,1,0,1,0,0.08198212877156794
1,1,4.0,15,52,0,1,0,1,0,1,0,0.08083944800770536
2,1,3.0,9,70,0,1,0,1,0,1,0,0.0876227636928339
1,1,3.0,8,85,0,0,1,1,0,1,0,0.09826489056684301
0,1,3.0,7,68,0,1,0,1,0,1,0,0.08873130004198133
1,1,3.0,3,91,0,0,1,1,0,1,0,0.08966831031658017
2,1,5.0,15,54,0,0,1,1,0,1,0,0.08822894512360108
1,1,5.0,9,64,0,0,1,1,0,1,0,0.0680347266544899
1,1,5.0,7,68,0,0,1,1,0,0,1,0.08869561716387027
1,1,1.0,3,79,0,0,1,1,0,1,0,0.09419300151615768
1,1,4.0,7,50,0,0,1,1,0,1,0,0.07788424082359123
2,1,3.0,3,66,0,0,1,1,0,1,0,0.08865996585507326
1,2,5.0,6,60,0,0,1,1,0,0,1,0.08544993206713024
2,1,5.0,9,79,0,0,1,1,0,1,0,0.11253726790596802
1,1,3.0,14,49,0,0,1,1,0,0,1,0.0893244772607316
1,4,3.0,2,47,0,1,0,1,0,1,0,0.08075724987361033
1,1,5.0,6,90,1,1,0,1,0,1,0,0.09411850470430548
1,1,4.0,11,94,1,0,1,1,0,0,1,0.08929820995802122
1,1,3.0,3,57,0,0,1,1,0,0,1,0.08081522754521929
2,1,3.0,5,83,1,1,0,1,0,0,1,0.09549041881170416
1,1,1.0,4,84,0,0,1,1,0,1,0,0.09087341228771735
2,1,5.0,4,49,0,0,1,1,0,0,1,0.09169821056189459
2,1,5.0,10,64,1,0,1,0,1,0,1,0.08760398709473709
1,1,5.0,4,87,0,0,1,1,0,0,1,0.08392894641669137
2,1,1.0,12,82,0,0,1,1,0,1,0,0.09575312786687616
1,1,3.0,3,48,0,0,1,1,0,1,0,0.08211369282548157
2,1,5.0,4,63,0,1,0,0,1,0,1,0.08084742608306646
1,1,4.0,5,79,0,1,0,1,0,0,1,0.09570966046402389
1,1,3.0,8,53,0,0,1,1,0,0,1,0.08208538139268982
1,3,3.0,25,70,0,0,1,1,0,1,0,0.08785022108518203
0,1,3.0,6,82,0,1,0,1,0,1,0,0.09082720845292451
2,1,4.0,14,47,0,0,1,1,0,1,0,0.08947414375056813
1,1,5.0,7,85,0,0,1,1,0,1,0,0.09078850542660132
2,1,4.0,4,82,0,0,1,1,0,1,0,0.08968487480383913
1,1,5.0,10,84,0,0,1,1,0,1,0,0.08964926718419548
1,1,3.0,11,71,0,1,0,1,0,1,0,0.08780093554725595
2,1,3.0,3,86,1,1,0,1,0,1,0,0.08960541174949409
2,2,3.0,7,44,0,0,1,1,0,1,0,0.08103966590389057
2,1,1.0,5,52,0,0,1,1,0,1,0,0.08205882218825254
2,1,5.0,4,78,0,0,1,1,0,1,0,0.09834243484323828
2,1,4.0,3,57,0,1,0,1,0,0,1,0.08077204449285452
0,1,1.0,7,50,0,0,1,1,0,1,0,0.08203362695239579
1,1,3.0,4,64,0,0,1,1,0,0,1,0.08809994662307123
1,2,1.0,15,51,0,0,1,1,0,1,0,0.08100201766011696
1,1,4.0,4,69,0,1,0,1,0,1,0,0.08885791591770258
1,1,3.0,7,47,0,0,1,1,0,1,0,0.08098394583380927
1,1,5.0,4,57,1,0,1,1,0,0,1,0.09301370373722233
1,1,3.0,10,51,0,1,0,1,0,1,0,0.07791198202898653
2,1,3.0,2,81,0,0,1,1,0,0,1,0.10513980994283734
1,1,3.0,7,82,0,0,1,1,0,1,0,0.09559907903267734
1,1,5.0,12,51,0,0,1,1,0,0,1,0.08197150315055624
1,1,1.0,13,49,0,0,1,1,0,1,0,0.08100579379292609
2,1,3.0,15,53,0,0,1,1,0,1,0,0.08194787676474795
2,1,5.0,4,49,0,1,0,1,0,1,0,0.08098104331544755
2,1,2.0,3,86,0,0,1,1,0,1,0,0.0898950895041412
1,1,3.0,10,59,0,1,0,1,0,1,0,0.09420244519515088
1,1,2.0,5,49,0,0,1,1,0,1,0,0.08095776180449021
1,1,5.0,4,71,0,1,0,1,0,0,1,0.08781681002718482
1,1,5.0,14,63,0,0,1,1,0,1,0,0.08711635456690277
2,2,3.0,3,76,1,0,1,1,0,0,1,0.09553637192311103
1,1,4.0,6,55,0,1,0,1,0,0,1,0.09421218658163395
1,1,4.0,7,82,0,0,1,1,0,1,0,0.09577393563078473
2,2,3.0,2,46,0,0,1,1,0,1,0,0.08196974061862174
0,1,3.0,1,80,0,0,1,1,0,1,0,0.09730337606586666
1,1,5.0,3,47,0,0,1,0,1,0,1,0.08195589159862932
1,1,4.0,6,85,0,0,1,1,0,1,0,0.08983048114761089
2,1,1.0,5,48,0,0,1,1,0,1,0,0.08937370115697145
0,1,5.0,2,53,0,0,1,1,0,1,0,0.08192820965425628
0,1,3.0,4,58,0,1,0,1,0,1,0,0.08571847499001771
1,1,3.0,16,44,0,0,1,1,0,1,0,0.08529038156576864
2,2,4.0,2,72,0,1,0,1,0,1,0,0.08878976583945607
1,1,5.0,3,45,0,0,1,1,0,1,0,0.0819000610303967
1,1,5.0,5,57,0,1,0,1,0,1,0,0.09411869197728877
0,1,3.0,5,86,0,0,1,1,0,1,0,0.07631756235455152
1,1,5.0,7,52,0,0,1,1,0,1,0,0.08187498570338134
2,1,3.0,3,62,0,0,1,1,0,1,0,0.08055706416442099
1,1,3.0,5,84,1,1,0,1,0,1,0,0.08873173492290054
2,1,5.0,4,57,0,0,1,1,0,0,1,0.08672935208772425
2,1,5.0,2,78,0,0,1,1,0,0,1,0.08367596480083107
1,1,4.0,5,65,0,1,0,1,0,0,1,0.08896745591033843
1,1,1.0,19,48,0,0,1,1,0,1,0,0.0893051039756995
2,1,5.0,10,57,0,0,1,1,0,1,0,0.0882804247940991
0,1,5.0,3,63,0,1,0,1,0,1,0,0.08669600803843591
1,1,5.0,4,85,0,0,1,1,0,1,0,0.09079480921645235
1,1,1.0,9,49,0,0,1,1,0,1,0,0.07681563228919057
1,1,4.0,17,78,0,1,0,1,0,1,0,0.09570596455488867
1,2,2.0,2,76,0,0,1,1,0,1,0,0.09567698197424777
1,1,4.0,7,78,0,0,1,1,0,0,1,0.09464872334776252
0,1,4.0,4,61,0,0,1,1,0,1,0,0.08052662355912153
0,1,5.0,7,58,0,0,1,1,0,0,1,0.08564291437111661
1,1,3.0,9,70,0,0,1,1,0,1,0,0.08889309303835209
1,1,5.0,10,46,0,0,1,1,0,1,0,0.08084120854157854
1,2,5.0,4,69,0,1,0,1,0,0,1,0.09627073526308266
1,2,5.0,7,59,0,0,1,1,0,1,0,0.0679672156551162
1,1,1.0,3,50,0,0,1,1,0,1,0,0.08082324324785244
1,2,3.0,3,60,0,1,0,1,0,0,1,0.07944563270461107
1,1,4.0,2,81,0,0,1,1,0,0,1,0.09558549397787582
1,1,3.0,2,52,0,1,0,1,0,0,1,0.08712418907501505
1,1,1.0,11,59,0,0,1,1,0,1,0,0.0865917923216711
1,1,3.0,14,85,0,0,1,1,0,1,0,0.08350069550262838
1,1,4.0,1,75,0,0,1,1,0,1,0,0.09454557396011447
2,1,5.0,3,81,0,0,1,1,0,1,0,0.09067792822915577
2,2,4.0,6,84,0,1,0,1,0,0,1,0.09064362991349766
2,2,5.0,9,60,0,0,1,1,0,0,1,0.09297474766967635
2,1,4.0,3,87,0,0,1,1,0,0,1,0.08961035764269892
0,1,3.0,13,58,0,0,1,1,0,1,0,0.08553439431955434
2,1,3.0,3,83,0,1,0,1,0,1,0,0.09057620885173305
2,1,4.0,4,88,0,0,1,1,0,1,0,0.08953669698856755
2,1,4.0,3,51,0,1,0,1,0,1,0,0.07662234067430428
1,1,3.0,6,79,0,0,1,1,0,1,0,0.09548402897498427
1,1,5.0,7,58,0,1,0,1,0,1,0,0.07932726637391795
1,1,4.0,18,53,0,1,0,1,0,1,0,0.08072411262405227
0,1,2.0,9,79,0,0,1,1,0,1,0,0.0954491227525426
2,1,4.0,4,54,0,0,1,0,1,0,1,0.08915894784553076
1,1,5.0,10,50,0,1,0,1,0,1,0,0.08812565092608142
2,1,5.0,18,58,0,1,0,1,0,1,0,0.09390463435467337
1,1,1.0,3,81,0,1,0,1,0,1,0,0.09541216365255757
1,1,3.0,2,83,0,0,1,1,0,1,0,0.09047339910014952
1,1,3.0,2,46,0,0,1,1,0,1,0,0.07755135920407241
2,1,5.0,4,47,0,0,1,1,0,1,0,0.07750855768225938
1,1,1.0,8,67,0,0,1,1,0,0,1,0.087715601558866
0,1,3.0,5,48,0,0,1,1,0,1,0,0.07746284673957687
1,1,3.0,12,52,0,0,1,1,0,1,0,0.08166418126461385
1,2,4.0,7,79,0,0,1,1,0,1,0,0.09534483232756279
1,1,5.0,4,55,0,1,0,1,0,1,0,0.08065162694700802
1,1,1.0,7,47,0,0,1,1,0,1,0,0.0816336819964198
2,1,4.0,7,62,0,1,0,1,0,1,0,0.08640943909134786
1,1,5.0,23,58,0,0,1,1,0,1,0,0.08020538196847611
1,1,4.0,15,60,0,0,1,1,0,1,0,0.08539975578677633
2,1,3.0,8,59,0,1,0,1,0,1,0,0.09381884252947949
1,1,3.0,7,49,0,0,1,1,0,1,0,0.08382838194685409
1,1,3.0,6,68,0,1,0,1,0,1,0,0.09607130696176451
1,1,5.0,9,79,0,1,0,1,0,0,1,0.10270286088931842
1,1,1.0,4,46,0,0,1,1,0,1,0,0.08802125209112432
1,1,1.0,5,48,0,1,0,0,1,0,1,0.08059584424300242
2,1,3.0,13,69,0,1,0,1,0,1,0,0.09601911138195768
1,1,3.0,9,70,0,0,1,1,0,0,1,0.08759972687526124
0,1,1.0,7,49,0,0,1,1,0,1,0,0.08156719203709678
1,1,4.0,7,57,0,1,0,1,0,0,1,0.08633050642964096
1,1,3.0,7,78,0,1,0,1,0,1,0,0.09523066585155665
2,1,3.0,8,71,0,0,1,1,0,1,0,0.08854654899987051
2,1,5.0,4,87,0,0,1,1,0,1,0,0.0748205065735902
2,1,4.0,7,78,0,0,1,1,0,1,0,0.09519188958651931
2,1,5.0,2,69,1,0,1,1,0,0,1,0.08753200076613403
2,3,3.0,5,60,0,0,1,1,0,1,0,0.08632272294759073
2,1,4.0,6,57,0,1,0,1,0,1,0,0.07919994362244466
1,1,2.0,3,49,0,0,1,1,0,1,0,0.08062142529564055
2,1,2.0,3,83,0,0,1,1,0,1,0,0.10164958281493508
2,1,3.0,10,62,1,1,0,1,0,0,1,0.0927501795756419
2,1,2.0,5,56,0,0,1,1,0,1,0,0.06770054712524348
2,1,1.0,5,51,0,0,1,1,0,1,0,0.08476146351242492
0,1,3.0,10,69,0,1,0,1,0,1,0,0.08869086145561235
2,1,4.0,6,52,0,0,1,1,0,1,0,0.09091036357090736
1,1,3.0,6,60,0,0,1,1,0,0,1,0.08551905292565538
1,1,2.0,5,88,0,0,1,1,0,1,0,0.07569973129233673
1,2,4.0,2,66,0,0,1,1,0,1,0,0.0886525242952703
1,1,5.0,3,60,0,1,0,1,0,0,1,0.08635884275040535
1,2,5.0,6,80,1,0,1,1,0,1,0,0.10173080488488034
0,1,3.0,3,87,0,0,1,1,0,1,0,0.09028848015015338
1,2,3.0,7,80,0,0,1,1,0,0,1,0.0944727168430941
1,1,3.0,19,55,0,0,1,1,0,1,0,0.08476824541253852
1,1,5.0,5,70,0,0,1,1,0,0,1,0.09615257183106479
2,1,4.0,9,54,1,1,0,1,0,0,1,0.08146650493357314
1,1,1.0,4,68,0,0,1,1,0,1,0,0.08781980233689357
1,1,1.0,5,68,0,1,0,1,0,0,1,0.10537497191116098
1,1,5.0,5,93,1,0,1,1,0,1,0,0.0944689553658144
1,1,1.0,6,48,0,0,1,1,0,1,0,0.08165494794597304
1,1,5.0,6,51,0,0,1,1,0,0,1,0.07648417661443414
2,1,2.0,9,51,0,0,1,1,0,1,0,0.08831667809319749
2,1,2.0,4,48,0,0,1,1,0,1,0,0.08163160173240662
2,1,3.0,5,60,0,0,1,1,0,1,0,0.10297090776482491
2,1,2.0,3,46,0,0,1,1,0,0,1,0.09056909402999663
2,1,3.0,4,67,0,1,0,1,0,1,0,0.09609338990448398
1,1,5.0,4,69,0,1,0,1,0,0,1,0.10487626823743955
1,1,4.0,5,73,0,0,1,1,0,1,0,0.0960360019079139
1,1,3.0,7,58,0,0,1,0,1,0,1,0.09303938633077467
0,1,4.0,9,60,0,1,0,1,0,1,0,0.09301481130463408
2,1,3.0,6,79,0,0,1,1,0,1,0,0.10289913262500976
1,1,1.0,7,49,0,0,1,1,0,1,0,0.0882122299129281
1,1,4.0,5,52,0,0,1,1,0,0,1,0.08079367825436366
2,1,5.0,2,83,0,0,1,1,0,0,1,0.0946540234386713
2,2,5.0,4,60,0,1,0,1,0,0,1,0.0836337937209934
1,1,3.0,8,73,0,1,0,1,0,1,0,0.09596279616864989
2,1,3.0,6,82,0,0,1,1,0,1,0,0.0748380551108067
1,1,3.0,6,64,0,1,0,1,0,0,1,0.0800659648588646
2,1,5.0,6,67,0,0,1,1,0,0,1,0.08852650927229562
1,2,5.0,7,55,0,0,1,1,0,1,0,0.08552829564768764
1,4,5.0,3,71,0,0,1,1,0,0,1,0.08769801831419022
2,1,1.0,4,49,0,0,1,1,0,1,0,0.07717270118350623
1,1,4.0,2,73,0,1,0,1,0,1,0,0.08847044260894014
1,1,4.0,2,82,0,0,1,1,0,0,1,0.09458750352104839
2,2,5.0,8,73,0,0,1,1,0,0,1,0.08844244510440037
0,2,5.0,6,76,0,0,1,1,0,0,1,0.09455468452470879
2,1,4.0,10,45,0,0,1,1,0,1,0,0.07711066199967509
1,1,2.0,5,49,0,0,1,1,0,1,0,0.08151140268299205
1,1,3.0,4,84,1,0,1,1,0,1,0,0.07548748311907703
0,1,5.0,9,63,0,0,1,1,0,0,1,0.08634142220232317
2,2,3.0,18,68,0,0,1,1,0,1,0,0.09503631457291366
1,1,2.0,9,48,0,1,0,1,0,1,0,0.08072792553959017
1,1,3.0,7,65,0,1,0,1,0,1,0,0.09499946828943333
2,1,5.0,16,63,1,0,1,1,0,0,1,0.09370703464196185
1,1,3.0,7,51,0,0,1,1,0,1,0,0.08816900137088136
0,1,5.0,5,48,0,0,1,1,0,1,0,0.08159208690976663
1,1,5.0,25,78,0,0,1,1,0,0,1,0.09541519024024914
0,1,1.0,5,43,0,0,1,1,0,1,0,0.08157138323831652
1,1,2.0,6,63,0,1,0,1,0,0,1,0.09391145007922556
1,2,5.0,6,43,0,0,1,1,0,1,0,0.08067395111971733
2,1,4.0,2,84,0,1,0,1,0,1,0,0.07605395158167583
1,1,3.0,3,79,0,1,0,1,0,0,1,0.09536946862061385
1,1,3.0,2,50,0,0,1,1,0,1,0,0.08153404364052765
0,1,3.0,10,52,0,0,1,1,0,1,0,0.088985330675114
1,1,5.0,5,59,0,0,1,1,0,0,1,0.08747729157753474
1,1,2.0,5,63,0,0,1,1,0,0,1,0.08640699663641122
1,1,3.0,7,60,0,0,1,1,0,0,1,0.08638920797458177
1,2,5.0,10,50,0,0,1,1,0,1,0,0.08149168066622496
1,1,4.0,7,51,0,0,1,1,0,1,0,0.08147806354875808
2,2,1.0,2,83,0,0,1,1,0,0,1,0.09686778898884939
1,1,4.0,10,61,0,0,1,0,1,1,0,0.09294553588738046
1,1,4.0,9,48,0,0,1,1,0,0,1,0.0770878447315791
2,1,3.0,7,83,0,0,1,1,0,0,1,0.08936781576748197
1,1,3.0,2,57,0,0,1,1,0,1,0,0.0667330636312435
1,1,3.0,3,49,0,0,1,1,0,0,1,0.08145141034754898
1,1,4.0,12,48,0,0,1,1,0,1,0,0.08802198032404457
1,1,3.0,6,80,0,1,0,1,0,1,0,0.09527755014028627
2,1,5.0,13,45,0,0,1,1,0,1,0,0.08142420844038961
2,2,3.0,2,47,0,1,0,1,0,0,1,0.07701909038040822
1,1,3.0,10,57,0,1,0,1,0,1,0,0.08630547264658754
2,4,1.0,2,53,0,0,1,1,0,1,0,0.08053706827140074
2,1,5.0,5,59,0,0,1,1,0,0,1,0.09499537934744139
1,1,1.0,4,49,0,0,1,1,0,1,0,0.08798338257585407
1,1,5.0,1,54,0,0,1,1,0,0,1,0.0813774460008219
2,2,5.0,5,59,0,0,1,1,0,0,1,0.08539819365475033
1,1,5.0,9,74,0,0,1,1,0,1,0,0.08832644181885513
1,1,1.0,3,72,0,0,1,1,0,1,0,0.08743464167417274
1,1,2.0,2,52,0,0,1,1,0,1,0,0.08135085827858932
2,1,2.0,13,51,0,0,1,1,0,1,0,0.08440793224626379
1,1,3.0,4,51,0,1,0,1,0,1,0,0.08622923329248583
0,1,4.0,2,47,0,0,1,1,0,1,0,0.0804662312750682
1,1,2.0,3,76,0,1,0,1,0,1,0,0.1026487316071691
1,1,2.0,4,55,0,1,0,1,0,1,0,0.08534334396876643
1,1,3.0,8,91,1,1,0,1,0,0,1,0.0957149890420973
1,1,3.0,5,60,0,0,1,1,0,1,0,0.086232385999869
1,1,4.0,2,54,0,0,1,1,0,0,1,0.08741917451259856
1,1,1.0,6,80,0,0,1,1,0,1,0,0.0942830571171318
2,1,5.0,4,86,0,0,1,1,0,1,0,0.0758166982374363
1,1,5.0,7,47,0,1,0,1,0,0,1,0.07690660256013677
2,2,1.0,10,48,0,0,1,1,0,1,0,0.08042112905509748
1,1,5.0,3,51,0,0,1,1,0,1,0,0.08886083009533528
2,1,1.0,9,49,0,0,1,1,0,1,0,0.08130715127694343
1,1,4.0,6,51,0,0,1,1,0,0,1,0.0812936067388202
1,2,3.0,5,49,0,1,0,1,0,1,0,0.08882059302387335
1,1,2.0,10,61,0,0,1,1,0,1,0,0.0861726437994862
1,1,1.0,7,55,0,0,1,1,0,1,0,0.08615496366636584
0,1,4.0,10,76,0,0,1,1,0,1,0,0.09422223216298976
1,1,2.0,9,50,0,0,1,1,0,1,0,0.0887934550637266
1,1,3.0,6,91,0,0,1,1,0,1,0,0.09008141280999175
1,2,1.0,12,51,0,1,0,1,0,1,0,0.08123499987542908
0,1,3.0,2,87,0,0,1,0,1,0,1,0.0900406365997215
1,3,4.0,2,71,0,1,0,1,0,1,0,0.09503614002086792
2,2,3.0,2,81,0,0,1,1,0,1,0,0.09505998899449515
1,1,2.0,7,57,0,1,0,1,0,1,0,0.08522490337492672
1,1,1.0,8,79,0,0,1,1,0,1,0,0.10168475923608693
1,1,4.0,16,85,0,0,1,1,0,1,0,0.09752709265591913
0,1,2.0,9,78,0,0,1,1,0,1,0,0.10252481261049777
1,1,3.0,4,66,0,1,0,1,0,1,0,0.08608066751410699
1,1,4.0,3,59,0,0,1,1,0,1,0,0.08636932994336788
1,1,5.0,3,51,0,1,0,1,0,1,0,0.08869702911508759
1,1,3.0,4,52,0,0,1,1,0,1,0,0.08780114800816786
2,2,3.0,6,82,0,1,0,1,0,0,1,0.08995122809211287
1,1,4.0,4,68,0,1,0,1,0,0,1,0.0883172625848886
0,1,5.0,8,62,0,1,0,1,0,0,1,0.08517110719363802
0,1,3.0,3,51,1,0,1,1,0,0,1,0.0811555331229503
1,1,3.0,5,51,0,0,1,1,0,1,0,0.08877681545230126
0,1,2.0,9,84,0,1,0,1,0,1,0,0.09502134619832799
2,1,3.0,26,68,0,0,1,1,0,1,0,0.0958137214600812
1,1,4.0,3,55,0,1,0,0,1,1,0,0.08609189868821136
1,2,4.0,4,57,0,0,1,1,0,0,1,0.0851697448080233
0,1,4.0,2,64,0,0,1,1,0,0,1,0.0851509989082984
1,1,5.0,6,44,0,0,1,1,0,1,0,0.08127696855827825
1,1,5.0,11,51,0,0,1,1,0,1,0,0.08781590019292558
1,2,1.0,3,50,0,0,1,1,0,1,0,0.08125692958208557
2,1,2.0,7,75,0,0,1,1,0,1,0,0.09405018893040314
1,2,5.0,4,85,0,0,1,1,0,1,0,0.08902116539043882
1,1,3.0,7,59,0,1,0,1,0,0,1,0.07969427561768179
1,1,5.0,2,79,0,0,1,1,0,0,1,0.09492784644450071
2,1,3.0,3,84,0,1,0,1,0,0,1,0.0948995722097928
